0
1,s0 -> s0
2,s1 -> s0
3,s2 -> s0
4,s3 -> s0
5,s4 -> s0
6,s0 -> s1
7,s1 -> s1
8,s2 -> s1
9,s3 -> s1
10,s4 -> s1
11,s0 -> s2
12,s1 -> s2
13,s2 -> s2
14,s3 -> s2
15,s4 -> s2
16,s0 -> s3
17,s1 -> s3
18,s2 -> s3
19,s3 -> s3
20,s4 -> s3
21,s0 -> s4
22,s1 -> s4
23,s2 -> s4
24,s3 -> s4
25,s4 -> s4
7791,s0 -> s3,s0 -> s2,s1 -> s2
7792,s1 -> s3,s0 -> s2,s1 -> s2
7793,s2 -> s3,s0 -> s2,s1 -> s2
7794,s3 -> s3,s0 -> s2,s1 -> s2
7795,s4 -> s3,s0 -> s2,s1 -> s2
7796,s0 -> s4,s0 -> s2,s1 -> s2
7797,s1 -> s4,s0 -> s2,s1 -> s2
7798,s2 -> s4,s0 -> s2,s1 -> s2
7799,s3 -> s4,s0 -> s2,s1 -> s2
7800,s4 -> s4,s0 -> s2,s1 -> s2
7801,s0 -> s0,s1 -> s2,s1 -> s2
7802,s1 -> s0,s1 -> s2,s1 -> s2
7803,s2 -> s0,s1 -> s2,s1 -> s2
7804,s3 -> s0,s1 -> s2,s1 -> s2
7805,s4 -> s0,s1 -> s2,s1 -> s2
7806,s0 -> s1,s1 -> s2,s1 -> s2
7807,s1 -> s1,s1 -> s2,s1 -> s2
7808,s2 -> s1,s1 -> s2,s1 -> s2
7809,s3 -> s1,s1 -> s2,s1 -> s2
7810,s4 -> s1,s1 -> s2,s1 -> s2
7811,s0 -> s2,s1 -> s2,s1 -> s2
7812,s1 -> s2,s1 -> s2,s1 -> s2
7813,s2 -> s2,s1 -> s2,s1 -> s2
7814,s3 -> s2,s1 -> s2,s1 -> s2
7815,s4 -> s2,s1 -> s2,s1 -> s2
7816,s0 -> s3,s1 -> s2,s1 -> s2
7817,s1 -> s3,s1 -> s2,s1 -> s2
7818,s2 -> s3,s1 -> s2,s1 -> s2
7819,s3 -> s3,s1 -> s2,s1 -> s2
7820,s4 -> s3,s1 -> s2,s1 -> s2
7821,s0 -> s4,s1 -> s2,s1 -> s2
7822,s1 -> s4,s1 -> s2,s1 -> s2
7823,s2 -> s4,s1 -> s2,s1 -> s2
7824,s3 -> s4,s1 -> s2,s1 -> s2
7825,s4 -> s4,s1 -> s2,s1 -> s2
7826,s0 -> s0,s2 -> s2,s1 -> s2
7827,s1 -> s0,s2 -> s2,s1 -> s2
7828,s2 -> s0,s2 -> s2,s1 -> s2
7829,s3 -> s0,s2 -> s2,s1 -> s2
7830,s4 -> s0,s2 -> s2,s1 -> s2
7831,s0 -> s1,s2 -> s2,s1 -> s2
7832,s1 -> s1,s2 -> s2,s1 -> s2
7833,s2 -> s1,s2 -> s2,s1 -> s2
7834,s3 -> s1,s2 -> s2,s1 -> s2
7835,s4 -> s1,s2 -> s2,s1 -> s2
7836,s0 -> s2,s2 -> s2,s1 -> s2
7837,s1 -> s2,s2 -> s2,s1 -> s2
7838,s2 -> s2,s2 -> s2,s1 -> s2
7839,s3 -> s2,s2 -> s2,s1 -> s2
7840,s4 -> s2,s2 -> s2,s1 -> s2
7841,s0 -> s3,s2 -> s2,s1 -> s2
7842,s1 -> s3,s2 -> s2,s1 -> s2
7843,s2 -> s3,s2 -> s2,s1 -> s2
7844,s3 -> s3,s2 -> s2,s1 -> s2
7845,s4 -> s3,s2 -> s2,s1 -> s2
7846,s0 -> s4,s2 -> s2,s1 -> s2
7847,s1 -> s4,s2 -> s2,s1 -> s2
7848,s2 -> s4,s2 -> s2,s1 -> s2
7849,s3 -> s4,s2 -> s2,s1 -> s2
7850,s4 -> s4,s2 -> s2,s1 -> s2
7851,s0 -> s0,s3 -> s2,s1 -> s2
7852,s1 -> s0,s3 -> s2,s1 -> s2
7853,s2 -> s0,s3 -> s2,s1 -> s2
7854,s3 -> s0,s3 -> s2,s1 -> s2
7855,s4 -> s0,s3 -> s2,s1 -> s2
7856,s0 -> s1,s3 -> s2,s1 -> s2
7857,s1 -> s1,s3 -> s2,s1 -> s2
7858,s2 -> s1,s3 -> s2,s1 -> s2
7859,s3 -> s1,s3 -> s2,s1 -> s2
7860,s4 -> s1,s3 -> s2,s1 -> s2
7861,s0 -> s2,s3 -> s2,s1 -> s2
7862,s1 -> s2,s3 -> s2,s1 -> s2
7863,s2 -> s2,s3 -> s2,s1 -> s2
7864,s3 -> s2,s3 -> s2,s1 -> s2
7865,s4 -> s2,s3 -> s2,s1 -> s2
7866,s0 -> s3,s3 -> s2,s1 -> s2
7867,s1 -> s3,s3 -> s2,s1 -> s2
7868,s2 -> s3,s3 -> s2,s1 -> s2
7869,s3 -> s3,s3 -> s2,s1 -> s2
7870,s4 -> s3,s3 -> s2,s1 -> s2
7871,s0 -> s4,s3 -> s2,s1 -> s2
7872,s1 -> s4,s3 -> s2,s1 -> s2
7873,s2 -> s4,s3 -> s2,s1 -> s2
7874,s3 -> s4,s3 -> s2,s1 -> s2
7875,s4 -> s4,s3 -> s2,s1 -> s2
7876,s0 -> s0,s4 -> s2,s1 -> s2
7877,s1 -> s0,s4 -> s2,s1 -> s2
7878,s2 -> s0,s4 -> s2,s1 -> s2
7879,s3 -> s0,s4 -> s2,s1 -> s2
7880,s4 -> s0,s4 -> s2,s1 -> s2
7881,s0 -> s1,s4 -> s2,s1 -> s2
7882,s1 -> s1,s4 -> s2,s1 -> s2
7883,s2 -> s1,s4 -> s2,s1 -> s2
7884,s3 -> s1,s4 -> s2,s1 -> s2
7885,s4 -> s1,s4 -> s2,s1 -> s2
7886,s0 -> s2,s4 -> s2,s1 -> s2
7887,s1 -> s2,s4 -> s2,s1 -> s2
7888,s2 -> s2,s4 -> s2,s1 -> s2
7889,s3 -> s2,s4 -> s2,s1 -> s2
7890,s4 -> s2,s4 -> s2,s1 -> s2
7891,s0 -> s3,s4 -> s2,s1 -> s2
7892,s1 -> s3,s4 -> s2,s1 -> s2
7893,s2 -> s3,s4 -> s2,s1 -> s2
7894,s3 -> s3,s4 -> s2,s1 -> s2
7895,s4 -> s3,s4 -> s2,s1 -> s2
7896,s0 -> s4,s4 -> s2,s1 -> s2
7897,s1 -> s4,s4 -> s2,s1 -> s2
7898,s2 -> s4,s4 -> s2,s1 -> s2
7899,s3 -> s4,s4 -> s2,s1 -> s2
7900,s4 -> s4,s4 -> s2,s1 -> s2
7901,s0 -> s0,s0 -> s3,s1 -> s2
7902,s1 -> s0,s0 -> s3,s1 -> s2
7903,s2 -> s0,s0 -> s3,s1 -> s2
7904,s3 -> s0,s0 -> s3,s1 -> s2
7905,s4 -> s0,s0 -> s3,s1 -> s2
7906,s0 -> s1,s0 -> s3,s1 -> s2
7907,s1 -> s1,s0 -> s3,s1 -> s2
7908,s2 -> s1,s0 -> s3,s1 -> s2
7909,s3 -> s1,s0 -> s3,s1 -> s2
7910,s4 -> s1,s0 -> s3,s1 -> s2
7911,s0 -> s2,s0 -> s3,s1 -> s2
7912,s1 -> s2,s0 -> s3,s1 -> s2
7913,s2 -> s2,s0 -> s3,s1 -> s2
7914,s3 -> s2,s0 -> s3,s1 -> s2
7915,s4 -> s2,s0 -> s3,s1 -> s2
7916,s0 -> s3,s0 -> s3,s1 -> s2
7917,s1 -> s3,s0 -> s3,s1 -> s2
7918,s2 -> s3,s0 -> s3,s1 -> s2
7919,s3 -> s3,s0 -> s3,s1 -> s2
7920,s4 -> s3,s0 -> s3,s1 -> s2
7921,s0 -> s4,s0 -> s3,s1 -> s2
7922,s1 -> s4,s0 -> s3,s1 -> s2
7923,s2 -> s4,s0 -> s3,s1 -> s2
7924,s3 -> s4,s0 -> s3,s1 -> s2
7925,s4 -> s4,s0 -> s3,s1 -> s2
7926,s0 -> s0,s1 -> s3,s1 -> s2
7927,s1 -> s0,s1 -> s3,s1 -> s2
7928,s2 -> s0,s1 -> s3,s1 -> s2
7929,s3 -> s0,s1 -> s3,s1 -> s2
7930,s4 -> s0,s1 -> s3,s1 -> s2
7931,s0 -> s1,s1 -> s3,s1 -> s2
7932,s1 -> s1,s1 -> s3,s1 -> s2
7933,s2 -> s1,s1 -> s3,s1 -> s2
7934,s3 -> s1,s1 -> s3,s1 -> s2
7935,s4 -> s1,s1 -> s3,s1 -> s2
7936,s0 -> s2,s1 -> s3,s1 -> s2
7937,s1 -> s2,s1 -> s3,s1 -> s2
7938,s2 -> s2,s1 -> s3,s1 -> s2
7939,s3 -> s2,s1 -> s3,s1 -> s2
7940,s4 -> s2,s1 -> s3,s1 -> s2
7941,s0 -> s3,s1 -> s3,s1 -> s2
7942,s1 -> s3,s1 -> s3,s1 -> s2
7943,s2 -> s3,s1 -> s3,s1 -> s2
7944,s3 -> s3,s1 -> s3,s1 -> s2
7945,s4 -> s3,s1 -> s3,s1 -> s2
7946,s0 -> s4,s1 -> s3,s1 -> s2
7947,s1 -> s4,s1 -> s3,s1 -> s2
7948,s2 -> s4,s1 -> s3,s1 -> s2
7949,s3 -> s4,s1 -> s3,s1 -> s2
7950,s4 -> s4,s1 -> s3,s1 -> s2
7951,s0 -> s0,s2 -> s3,s1 -> s2
7952,s1 -> s0,s2 -> s3,s1 -> s2
7953,s2 -> s0,s2 -> s3,s1 -> s2
7954,s3 -> s0,s2 -> s3,s1 -> s2
7955,s4 -> s0,s2 -> s3,s1 -> s2
7956,s0 -> s1,s2 -> s3,s1 -> s2
7957,s1 -> s1,s2 -> s3,s1 -> s2
7958,s2 -> s1,s2 -> s3,s1 -> s2
7959,s3 -> s1,s2 -> s3,s1 -> s2
7960,s4 -> s1,s2 -> s3,s1 -> s2
7961,s0 -> s2,s2 -> s3,s1 -> s2
7962,s1 -> s2,s2 -> s3,s1 -> s2
7963,s2 -> s2,s2 -> s3,s1 -> s2
7964,s3 -> s2,s2 -> s3,s1 -> s2
7965,s4 -> s2,s2 -> s3,s1 -> s2
7966,s0 -> s3,s2 -> s3,s1 -> s2
7967,s1 -> s3,s2 -> s3,s1 -> s2
7968,s2 -> s3,s2 -> s3,s1 -> s2
7969,s3 -> s3,s2 -> s3,s1 -> s2
7970,s4 -> s3,s2 -> s3,s1 -> s2
7971,s0 -> s4,s2 -> s3,s1 -> s2
7972,s1 -> s4,s2 -> s3,s1 -> s2
7973,s2 -> s4,s2 -> s3,s1 -> s2
7974,s3 -> s4,s2 -> s3,s1 -> s2
7975,s4 -> s4,s2 -> s3,s1 -> s2
7976,s0 -> s0,s3 -> s3,s1 -> s2
7977,s1 -> s0,s3 -> s3,s1 -> s2
7978,s2 -> s0,s3 -> s3,s1 -> s2
7979,s3 -> s0,s3 -> s3,s1 -> s2
7980,s4 -> s0,s3 -> s3,s1 -> s2
7981,s0 -> s1,s3 -> s3,s1 -> s2
7982,s1 -> s1,s3 -> s3,s1 -> s2
7983,s2 -> s1,s3 -> s3,s1 -> s2
7984,s3 -> s1,s3 -> s3,s1 -> s2
7985,s4 -> s1,s3 -> s3,s1 -> s2
7986,s0 -> s2,s3 -> s3,s1 -> s2
7987,s1 -> s2,s3 -> s3,s1 -> s2
7988,s2 -> s2,s3 -> s3,s1 -> s2
7989,s3 -> s2,s3 -> s3,s1 -> s2
7990,s4 -> s2,s3 -> s3,s1 -> s2
7991,s0 -> s3,s3 -> s3,s1 -> s2
7992,s1 -> s3,s3 -> s3,s1 -> s2
7993,s2 -> s3,s3 -> s3,s1 -> s2
7994,s3 -> s3,s3 -> s3,s1 -> s2
7995,s4 -> s3,s3 -> s3,s1 -> s2
7996,s0 -> s4,s3 -> s3,s1 -> s2
7997,s1 -> s4,s3 -> s3,s1 -> s2
7998,s2 -> s4,s3 -> s3,s1 -> s2
7999,s3 -> s4,s3 -> s3,s1 -> s2
8000,s4 -> s4,s3 -> s3,s1 -> s2
8001,s0 -> s0,s4 -> s3,s1 -> s2
8002,s1 -> s0,s4 -> s3,s1 -> s2
8003,s2 -> s0,s4 -> s3,s1 -> s2
8004,s3 -> s0,s4 -> s3,s1 -> s2
8005,s4 -> s0,s4 -> s3,s1 -> s2
8006,s0 -> s1,s4 -> s3,s1 -> s2
8007,s1 -> s1,s4 -> s3,s1 -> s2
8008,s2 -> s1,s4 -> s3,s1 -> s2
8009,s3 -> s1,s4 -> s3,s1 -> s2
8010,s4 -> s1,s4 -> s3,s1 -> s2
8011,s0 -> s2,s4 -> s3,s1 -> s2
8012,s1 -> s2,s4 -> s3,s1 -> s2
8013,s2 -> s2,s4 -> s3,s1 -> s2
8014,s3 -> s2,s4 -> s3,s1 -> s2
8015,s4 -> s2,s4 -> s3,s1 -> s2
8016,s0 -> s3,s4 -> s3,s1 -> s2
8017,s1 -> s3,s4 -> s3,s1 -> s2
8018,s2 -> s3,s4 -> s3,s1 -> s2
8019,s3 -> s3,s4 -> s3,s1 -> s2
8020,s4 -> s3,s4 -> s3,s1 -> s2
8021,s0 -> s4,s4 -> s3,s1 -> s2
8022,s1 -> s4,s4 -> s3,s1 -> s2
8023,s2 -> s4,s4 -> s3,s1 -> s2
8024,s3 -> s4,s4 -> s3,s1 -> s2
8025,s4 -> s4,s4 -> s3,s1 -> s2
8026,s0 -> s0,s0 -> s4,s1 -> s2
8027,s1 -> s0,s0 -> s4,s1 -> s2
8028,s2 -> s0,s0 -> s4,s1 -> s2
8029,s3 -> s0,s0 -> s4,s1 -> s2
8030,s4 -> s0,s0 -> s4,s1 -> s2
8031,s0 -> s1,s0 -> s4,s1 -> s2
8032,s1 -> s1,s0 -> s4,s1 -> s2
8033,s2 -> s1,s0 -> s4,s1 -> s2
8034,s3 -> s1,s0 -> s4,s1 -> s2
8035,s4 -> s1,s0 -> s4,s1 -> s2
8036,s0 -> s2,s0 -> s4,s1 -> s2
8037,s1 -> s2,s0 -> s4,s1 -> s2
8038,s2 -> s2,s0 -> s4,s1 -> s2
8039,s3 -> s2,s0 -> s4,s1 -> s2
8040,s4 -> s2,s0 -> s4,s1 -> s2
8041,s0 -> s3,s0 -> s4,s1 -> s2
8042,s1 -> s3,s0 -> s4,s1 -> s2
8043,s2 -> s3,s0 -> s4,s1 -> s2
8044,s3 -> s3,s0 -> s4,s1 -> s2
8045,s4 -> s3,s0 -> s4,s1 -> s2
8046,s0 -> s4,s0 -> s4,s1 -> s2
8047,s1 -> s4,s0 -> s4,s1 -> s2
8048,s2 -> s4,s0 -> s4,s1 -> s2
8049,s3 -> s4,s0 -> s4,s1 -> s2
8050,s4 -> s4,s0 -> s4,s1 -> s2
8051,s0 -> s0,s1 -> s4,s1 -> s2
8052,s1 -> s0,s1 -> s4,s1 -> s2
8053,s2 -> s0,s1 -> s4,s1 -> s2
8054,s3 -> s0,s1 -> s4,s1 -> s2
8055,s4 -> s0,s1 -> s4,s1 -> s2
8056,s0 -> s1,s1 -> s4,s1 -> s2
8057,s1 -> s1,s1 -> s4,s1 -> s2
8058,s2 -> s1,s1 -> s4,s1 -> s2
8059,s3 -> s1,s1 -> s4,s1 -> s2
8060,s4 -> s1,s1 -> s4,s1 -> s2
8061,s0 -> s2,s1 -> s4,s1 -> s2
8062,s1 -> s2,s1 -> s4,s1 -> s2
8063,s2 -> s2,s1 -> s4,s1 -> s2
8064,s3 -> s2,s1 -> s4,s1 -> s2
8065,s4 -> s2,s1 -> s4,s1 -> s2
8066,s0 -> s3,s1 -> s4,s1 -> s2
8067,s1 -> s3,s1 -> s4,s1 -> s2
8068,s2 -> s3,s1 -> s4,s1 -> s2
8069,s3 -> s3,s1 -> s4,s1 -> s2
8070,s4 -> s3,s1 -> s4,s1 -> s2
8071,s0 -> s4,s1 -> s4,s1 -> s2
8072,s1 -> s4,s1 -> s4,s1 -> s2
8073,s2 -> s4,s1 -> s4,s1 -> s2
8074,s3 -> s4,s1 -> s4,s1 -> s2
8075,s4 -> s4,s1 -> s4,s1 -> s2
8076,s0 -> s0,s2 -> s4,s1 -> s2
8077,s1 -> s0,s2 -> s4,s1 -> s2
8078,s2 -> s0,s2 -> s4,s1 -> s2
8079,s3 -> s0,s2 -> s4,s1 -> s2
8080,s4 -> s0,s2 -> s4,s1 -> s2
8081,s0 -> s1,s2 -> s4,s1 -> s2
8082,s1 -> s1,s2 -> s4,s1 -> s2
8083,s2 -> s1,s2 -> s4,s1 -> s2
8084,s3 -> s1,s2 -> s4,s1 -> s2
8085,s4 -> s1,s2 -> s4,s1 -> s2
8086,s0 -> s2,s2 -> s4,s1 -> s2
8087,s1 -> s2,s2 -> s4,s1 -> s2
8088,s2 -> s2,s2 -> s4,s1 -> s2
8089,s3 -> s2,s2 -> s4,s1 -> s2
8090,s4 -> s2,s2 -> s4,s1 -> s2
8091,s0 -> s3,s2 -> s4,s1 -> s2
8092,s1 -> s3,s2 -> s4,s1 -> s2
8093,s2 -> s3,s2 -> s4,s1 -> s2
8094,s3 -> s3,s2 -> s4,s1 -> s2
8095,s4 -> s3,s2 -> s4,s1 -> s2
8096,s0 -> s4,s2 -> s4,s1 -> s2
8097,s1 -> s4,s2 -> s4,s1 -> s2
8098,s2 -> s4,s2 -> s4,s1 -> s2
8099,s3 -> s4,s2 -> s4,s1 -> s2
8100,s4 -> s4,s2 -> s4,s1 -> s2
8101,s0 -> s0,s3 -> s4,s1 -> s2
8102,s1 -> s0,s3 -> s4,s1 -> s2
8103,s2 -> s0,s3 -> s4,s1 -> s2
8104,s3 -> s0,s3 -> s4,s1 -> s2
8105,s4 -> s0,s3 -> s4,s1 -> s2
8106,s0 -> s1,s3 -> s4,s1 -> s2
8107,s1 -> s1,s3 -> s4,s1 -> s2
8108,s2 -> s1,s3 -> s4,s1 -> s2
8109,s3 -> s1,s3 -> s4,s1 -> s2
8110,s4 -> s1,s3 -> s4,s1 -> s2
8111,s0 -> s2,s3 -> s4,s1 -> s2
8112,s1 -> s2,s3 -> s4,s1 -> s2
8113,s2 -> s2,s3 -> s4,s1 -> s2
8114,s3 -> s2,s3 -> s4,s1 -> s2
8115,s4 -> s2,s3 -> s4,s1 -> s2
8116,s0 -> s3,s3 -> s4,s1 -> s2
8117,s1 -> s3,s3 -> s4,s1 -> s2
8118,s2 -> s3,s3 -> s4,s1 -> s2
8119,s3 -> s3,s3 -> s4,s1 -> s2
8120,s4 -> s3,s3 -> s4,s1 -> s2
8121,s0 -> s4,s3 -> s4,s1 -> s2
8122,s1 -> s4,s3 -> s4,s1 -> s2
8123,s2 -> s4,s3 -> s4,s1 -> s2
8124,s3 -> s4,s3 -> s4,s1 -> s2
8125,s4 -> s4,s3 -> s4,s1 -> s2
8126,s0 -> s0,s4 -> s4,s1 -> s2
8127,s1 -> s0,s4 -> s4,s1 -> s2
8128,s2 -> s0,s4 -> s4,s1 -> s2
8129,s3 -> s0,s4 -> s4,s1 -> s2
8130,s4 -> s0,s4 -> s4,s1 -> s2
8131,s0 -> s1,s4 -> s4,s1 -> s2
8132,s1 -> s1,s4 -> s4,s1 -> s2
8133,s2 -> s1,s4 -> s4,s1 -> s2
8134,s3 -> s1,s4 -> s4,s1 -> s2
8135,s4 -> s1,s4 -> s4,s1 -> s2
8136,s0 -> s2,s4 -> s4,s1 -> s2
8137,s1 -> s2,s4 -> s4,s1 -> s2
8138,s2 -> s2,s4 -> s4,s1 -> s2
8139,s3 -> s2,s4 -> s4,s1 -> s2
8140,s4 -> s2,s4 -> s4,s1 -> s2
8141,s0 -> s3,s4 -> s4,s1 -> s2
8142,s1 -> s3,s4 -> s4,s1 -> s2
8143,s2 -> s3,s4 -> s4,s1 -> s2
8144,s3 -> s3,s4 -> s4,s1 -> s2
8145,s4 -> s3,s4 -> s4,s1 -> s2
8146,s0 -> s4,s4 -> s4,s1 -> s2
8147,s1 -> s4,s4 -> s4,s1 -> s2
8148,s2 -> s4,s4 -> s4,s1 -> s2
8149,s3 -> s4,s4 -> s4,s1 -> s2
8150,s4 -> s4,s4 -> s4,s1 -> s2
8151,s0 -> s0,s0 -> s0,s2 -> s2
8152,s1 -> s0,s0 -> s0,s2 -> s2
8153,s2 -> s0,s0 -> s0,s2 -> s2
8154,s3 -> s0,s0 -> s0,s2 -> s2
8155,s4 -> s0,s0 -> s0,s2 -> s2
8156,s0 -> s1,s0 -> s0,s2 -> s2
8157,s1 -> s1,s0 -> s0,s2 -> s2
8158,s2 -> s1,s0 -> s0,s2 -> s2
8159,s3 -> s1,s0 -> s0,s2 -> s2
8160,s4 -> s1,s0 -> s0,s2 -> s2
8161,s0 -> s2,s0 -> s0,s2 -> s2
8162,s1 -> s2,s0 -> s0,s2 -> s2
8163,s2 -> s2,s0 -> s0,s2 -> s2
8164,s3 -> s2,s0 -> s0,s2 -> s2
8165,s4 -> s2,s0 -> s0,s2 -> s2
8166,s0 -> s3,s0 -> s0,s2 -> s2
8167,s1 -> s3,s0 -> s0,s2 -> s2
8168,s2 -> s3,s0 -> s0,s2 -> s2
8169,s3 -> s3,s0 -> s0,s2 -> s2
8170,s4 -> s3,s0 -> s0,s2 -> s2
8171,s0 -> s4,s0 -> s0,s2 -> s2
8172,s1 -> s4,s0 -> s0,s2 -> s2
8173,s2 -> s4,s0 -> s0,s2 -> s2
8174,s3 -> s4,s0 -> s0,s2 -> s2
8175,s4 -> s4,s0 -> s0,s2 -> s2
8176,s0 -> s0,s1 -> s0,s2 -> s2
8177,s1 -> s0,s1 -> s0,s2 -> s2
8178,s2 -> s0,s1 -> s0,s2 -> s2
8179,s3 -> s0,s1 -> s0,s2 -> s2
8180,s4 -> s0,s1 -> s0,s2 -> s2
8181,s0 -> s1,s1 -> s0,s2 -> s2
8182,s1 -> s1,s1 -> s0,s2 -> s2
8183,s2 -> s1,s1 -> s0,s2 -> s2
8184,s3 -> s1,s1 -> s0,s2 -> s2
8185,s4 -> s1,s1 -> s0,s2 -> s2
8186,s0 -> s2,s1 -> s0,s2 -> s2
8187,s1 -> s2,s1 -> s0,s2 -> s2
8188,s2 -> s2,s1 -> s0,s2 -> s2
8189,s3 -> s2,s1 -> s0,s2 -> s2
8190,s4 -> s2,s1 -> s0,s2 -> s2
8191,s0 -> s3,s1 -> s0,s2 -> s2
8192,s1 -> s3,s1 -> s0,s2 -> s2
8193,s2 -> s3,s1 -> s0,s2 -> s2
8194,s3 -> s3,s1 -> s0,s2 -> s2
8195,s4 -> s3,s1 -> s0,s2 -> s2
8196,s0 -> s4,s1 -> s0,s2 -> s2
8197,s1 -> s4,s1 -> s0,s2 -> s2
8198,s2 -> s4,s1 -> s0,s2 -> s2
8199,s3 -> s4,s1 -> s0,s2 -> s2
8200,s4 -> s4,s1 -> s0,s2 -> s2
8201,s0 -> s0,s2 -> s0,s2 -> s2
8202,s1 -> s0,s2 -> s0,s2 -> s2
8203,s2 -> s0,s2 -> s0,s2 -> s2
8204,s3 -> s0,s2 -> s0,s2 -> s2
8205,s4 -> s0,s2 -> s0,s2 -> s2
8206,s0 -> s1,s2 -> s0,s2 -> s2
8207,s1 -> s1,s2 -> s0,s2 -> s2
8208,s2 -> s1,s2 -> s0,s2 -> s2
8209,s3 -> s1,s2 -> s0,s2 -> s2
8210,s4 -> s1,s2 -> s0,s2 -> s2
8211,s0 -> s2,s2 -> s0,s2 -> s2
8212,s1 -> s2,s2 -> s0,s2 -> s2
8213,s2 -> s2,s2 -> s0,s2 -> s2
8214,s3 -> s2,s2 -> s0,s2 -> s2
8215,s4 -> s2,s2 -> s0,s2 -> s2
8216,s0 -> s3,s2 -> s0,s2 -> s2
8217,s1 -> s3,s2 -> s0,s2 -> s2
8218,s2 -> s3,s2 -> s0,s2 -> s2
8219,s3 -> s3,s2 -> s0,s2 -> s2
8220,s4 -> s3,s2 -> s0,s2 -> s2
8221,s0 -> s4,s2 -> s0,s2 -> s2
8222,s1 -> s4,s2 -> s0,s2 -> s2
8223,s2 -> s4,s2 -> s0,s2 -> s2
8224,s3 -> s4,s2 -> s0,s2 -> s2
8225,s4 -> s4,s2 -> s0,s2 -> s2
8226,s0 -> s0,s3 -> s0,s2 -> s2
8227,s1 -> s0,s3 -> s0,s2 -> s2
8228,s2 -> s0,s3 -> s0,s2 -> s2
8229,s3 -> s0,s3 -> s0,s2 -> s2
8230,s4 -> s0,s3 -> s0,s2 -> s2
8231,s0 -> s1,s3 -> s0,s2 -> s2
8232,s1 -> s1,s3 -> s0,s2 -> s2
8233,s2 -> s1,s3 -> s0,s2 -> s2
8234,s3 -> s1,s3 -> s0,s2 -> s2
8235,s4 -> s1,s3 -> s0,s2 -> s2
8236,s0 -> s2,s3 -> s0,s2 -> s2
8237,s1 -> s2,s3 -> s0,s2 -> s2
8238,s2 -> s2,s3 -> s0,s2 -> s2
8239,s3 -> s2,s3 -> s0,s2 -> s2
8240,s4 -> s2,s3 -> s0,s2 -> s2
8241,s0 -> s3,s3 -> s0,s2 -> s2
8242,s1 -> s3,s3 -> s0,s2 -> s2
8243,s2 -> s3,s3 -> s0,s2 -> s2
8244,s3 -> s3,s3 -> s0,s2 -> s2
8245,s4 -> s3,s3 -> s0,s2 -> s2
8246,s0 -> s4,s3 -> s0,s2 -> s2
8247,s1 -> s4,s3 -> s0,s2 -> s2
8248,s2 -> s4,s3 -> s0,s2 -> s2
8249,s3 -> s4,s3 -> s0,s2 -> s2
8250,s4 -> s4,s3 -> s0,s2 -> s2
8251,s0 -> s0,s4 -> s0,s2 -> s2
8252,s1 -> s0,s4 -> s0,s2 -> s2
8253,s2 -> s0,s4 -> s0,s2 -> s2
8254,s3 -> s0,s4 -> s0,s2 -> s2
8255,s4 -> s0,s4 -> s0,s2 -> s2
8256,s0 -> s1,s4 -> s0,s2 -> s2
8257,s1 -> s1,s4 -> s0,s2 -> s2
8258,s2 -> s1,s4 -> s0,s2 -> s2
8259,s3 -> s1,s4 -> s0,s2 -> s2
8260,s4 -> s1,s4 -> s0,s2 -> s2
8261,s0 -> s2,s4 -> s0,s2 -> s2
8262,s1 -> s2,s4 -> s0,s2 -> s2
8263,s2 -> s2,s4 -> s0,s2 -> s2
8264,s3 -> s2,s4 -> s0,s2 -> s2
8265,s4 -> s2,s4 -> s0,s2 -> s2
8266,s0 -> s3,s4 -> s0,s2 -> s2
8267,s1 -> s3,s4 -> s0,s2 -> s2
8268,s2 -> s3,s4 -> s0,s2 -> s2
8269,s3 -> s3,s4 -> s0,s2 -> s2
8270,s4 -> s3,s4 -> s0,s2 -> s2
8271,s0 -> s4,s4 -> s0,s2 -> s2
8272,s1 -> s4,s4 -> s0,s2 -> s2
8273,s2 -> s4,s4 -> s0,s2 -> s2
8274,s3 -> s4,s4 -> s0,s2 -> s2
8275,s4 -> s4,s4 -> s0,s2 -> s2
8276,s0 -> s0,s0 -> s1,s2 -> s2
8277,s1 -> s0,s0 -> s1,s2 -> s2
8278,s2 -> s0,s0 -> s1,s2 -> s2
8279,s3 -> s0,s0 -> s1,s2 -> s2
8280,s4 -> s0,s0 -> s1,s2 -> s2
8281,s0 -> s1,s0 -> s1,s2 -> s2
8282,s1 -> s1,s0 -> s1,s2 -> s2
8283,s2 -> s1,s0 -> s1,s2 -> s2
8284,s3 -> s1,s0 -> s1,s2 -> s2
8285,s4 -> s1,s0 -> s1,s2 -> s2
8286,s0 -> s2,s0 -> s1,s2 -> s2
8287,s1 -> s2,s0 -> s1,s2 -> s2
8288,s2 -> s2,s0 -> s1,s2 -> s2
8289,s3 -> s2,s0 -> s1,s2 -> s2
8290,s4 -> s2,s0 -> s1,s2 -> s2
8291,s0 -> s3,s0 -> s1,s2 -> s2
8292,s1 -> s3,s0 -> s1,s2 -> s2
8293,s2 -> s3,s0 -> s1,s2 -> s2
8294,s3 -> s3,s0 -> s1,s2 -> s2
8295,s4 -> s3,s0 -> s1,s2 -> s2
8296,s0 -> s4,s0 -> s1,s2 -> s2
8297,s1 -> s4,s0 -> s1,s2 -> s2
8298,s2 -> s4,s0 -> s1,s2 -> s2
8299,s3 -> s4,s0 -> s1,s2 -> s2
